geoid,2018, total_count, total_count (/10K pop), total_Case fatality rate, total_deaths, total_deaths (/10K pop)
36107,1,9151,1865.84,11.9,1089,222.04
36109,2,13922,1352.15,1.21,168,16.32
36111,2,129560,7225.76,2.17,2811,156.77
36113,0,18258,2831.58,10.39,1897,294.2
36115,1,16611,2686.65,3.97,659,106.59
36117,1,9237,1016.66,0.65,60,6.6
36119,2,2850729,29424.91,4.02,114583,1182.71
36121,1,6662,1642.3,3.86,257,63.36
36123,0,2482,992.44,13.9,345,137.95
37001,1,35082,2184.76,3.94,1383,86.13
37003,1,2731,735.74,0.18,5,1.35
37005,0,1371,1249.43,0.0,0,0.0
37007,4,5104,2016.91,0.74,38,15.02
37009,0,2286,853.43,1.09,25,9.33
37011,0,258,147.42,0.0,0,0.0
37013,4,3237,685.18,0.0,0,0.0
37015,4,7834,3987.99,3.27,256,130.32
37017,4,10635,3148.5,1.15,122,36.12
37019,0,13855,1092.15,2.58,358,28.22
37021,2,22836,897.38,6.51,1486,58.39
37023,1,34964,3897.36,3.13,1094,121.95
37025,2,44566,2212.28,3.53,1573,78.08
37027,1,12861,1572.65,1.23,158,19.32
37029,1,535,512.11,0.0,0,0.0
37031,0,3620,525.25,7.07,256,37.14
37033,4,5414,2380.2,1.11,60,26.38
37035,1,21645,1381.05,1.99,430,27.44
37037,1,46989,6732.82,4.05,1904,272.81
37039,0,1991,719.6,4.97,99,35.78
37041,4,1161,817.32,0.0,0,0.0
37043,0,553,511.42,0.0,0,0.0
37045,4,9613,989.41,1.78,171,17.6
37047,4,23730,4215.44,7.27,1726,306.61
37049,2,14106,1368.43,2.62,369,35.8
37051,2,49964,1504.46,3.09,1543,46.46
37053,0,927,359.36,0.0,0,0.0
37055,0,1884,527.13,4.94,93,26.02
37057,1,35419,2150.99,2.44,865,52.53
37059,1,7423,1767.76,2.67,198,47.15
37061,4,55098,9328.84,1.73,951,161.02
37063,2,143222,4673.48,2.28,3268,106.64
37065,4,15084,2828.32,3.76,567,106.32
37067,2,103479,2784.89,1.16,1201,32.32
37069,1,14377,2215.19,10.57,1519,234.05
37071,1,31761,1466.45,1.73,551,25.44
37073,4,1423,1230.65,4.43,63,54.48
37075,0,276,322.54,0.0,0,0.0
37077,4,31081,5279.24,2.69,836,142.0
37079,4,6264,2981.72,1.72,108,51.41
37081,2,105272,2010.61,4.82,5078,96.99
37083,4,12775,2469.22,0.99,127,24.55
37085,4,25096,1925.12,6.46,1620,124.27
37087,0,3307,547.22,0.0,0,0.0
37089,1,27697,2437.58,10.64,2948,259.45
37091,4,7257,3004.6,3.97,288,119.24
37093,4,16285,3058.85,0.49,79,14.84
37095,4,206,381.98,0.0,0,0.0
37097,1,25505,1478.34,1.61,411,23.82
37099,0,3186,753.98,1.91,61,14.44
37101,1,45686,2389.79,3.69,1687,88.25
37103,4,1837,1894.79,10.78,198,204.23
37105,1,32822,5458.96,0.83,271,45.07
37107,4,15525,2712.88,3.18,494,86.32
37109,1,7642,938.35,0.1,8,0.98
37111,1,7222,1601.01,1.02,74,16.4
37113,0,7546,2192.97,1.18,89,25.86
37115,0,290,135.48,0.0,0,0.0
37117,4,4952,2148.0,4.46,221,95.86
37119,2,387372,3674.16,1.84,7147,67.79
37121,0,1084,720.74,0.0,0,0.0
37123,1,10133,3706.56,2.98,302,110.47
37125,0,17139,1792.24,3.88,665,69.54
37127,4,17105,1819.62,1.63,279,29.68
37129,2,23096,1030.01,1.36,314,14.0
37131,4,11471,5682.65,7.11,816,404.24
37133,2,9793,505.02,1.84,180,9.28
37135,2,30507,2134.28,8.31,2536,177.42
37137,0,947,743.21,0.0,0,0.0
37139,4,8266,2093.77,8.11,670,169.71
37141,0,7224,1223.99,0.89,64,10.84
37143,0,1825,1355.97,6.85,125,92.87
37145,4,4173,1061.7,1.61,67,17.05
37147,2,26479,1492.85,0.79,210,11.84
37149,0,3265,1595.95,6.25,204,99.72
37151,1,48786,3412.61,2.08,1015,71.0
37153,4,11485,2541.55,2.23,256,56.65
37155,4,53779,4030.14,2.79,1499,112.33
37157,1,7422,813.19,2.44,181,19.83
37159,1,54841,3928.3,4.57,2505,179.43
37161,1,14931,2244.18,3.8,567,85.22
37163,4,35530,5589.91,0.56,198,31.15
37165,4,5837,1655.32,0.15,9,2.55
37167,1,9313,1523.87,3.63,338,55.31
37169,1,4696,1022.98,0.3,14,3.05
37171,1,15346,2128.46,0.66,101,14.01
37173,0,1522,1067.77,0.26,4,2.81
37175,0,1093,326.14,2.84,31,9.25
37177,4,396,961.4,0.0,0,0.0
37179,2,44038,1942.62,3.17,1394,61.49
37181,4,21544,4843.31,7.35,1584,356.1
37183,2,175861,1680.38,1.41,2482,23.72
37185,4,5526,2758.45,2.21,122,60.9
37187,4,2453,2017.93,9.58,235,193.32
37189,0,2255,416.69,0.0,0,0.0
37191,4,87365,7045.45,1.53,1333,107.5
37193,1,28857,4215.16,1.01,291,42.51
37195,4,29165,3585.74,3.0,876,107.7
37197,1,12041,3196.87,1.49,179,47.52
37199,0,1289,729.61,0.0,0,0.0
38001,0,0,0.0,0.0,0,0.0
38003,1,658,607.24,0.0,0,0.0
38005,4,126,182.98,0.0,0,0.0
38007,0,15,158.56,0.0,0,0.0
38009,0,164,248.9,0.0,0,0.0
38011,0,89,278.56,0.0,0,0.0
38013,1,387,1748.76,0.0,0,0.0
38015,2,11841,1263.22,0.0,0,0.0
38017,2,110746,6357.33,2.95,3267,187.54
38019,0,32,83.68,0.0,0,0.0
38021,1,95,191.15,0.0,0,0.0
38023,0,99,417.9,0.0,0,0.0
38025,1,927,2113.06,0.0,0,0.0
38027,1,277,1197.58,0.0,0,0.0
38029,0,235,701.07,37.87,89,265.51
38031,1,114,346.5,0.0,0,0.0
38033,0,0,0.0,0.0,0,0.0
38035,2,24113,3425.14,0.83,199,28.27
38037,0,158,663.87,0.0,0,0.0
38039,0,58,255.96,0.0,0,0.0
38041,0,9,34.94,0.0,0,0.0
38043,0,51,207.32,0.0,0,0.0
38045,1,273,665.85,0.0,0,0.0
38047,0,0,0.0,0.0,0,0.0
38049,1,178,300.32,54.49,97,163.66
38051,0,108,406.93,0.0,0,0.0
38053,2,1466,1169.43,0.0,0,0.0
38055,0,592,616.15,0.0,0,0.0
38057,1,317,369.89,0.0,0,0.0
38059,1,4539,1486.05,3.97,180,58.93
38061,1,3449,3397.36,0.0,0,0.0
38063,0,83,284.25,0.0,0,0.0
38065,0,103,560.7,0.0,0,0.0
38067,1,425,605.76,0.0,0,0.0
38069,1,297,705.46,0.0,0,0.0
38071,1,624,539.93,7.69,48,41.53
38073,1,611,1139.71,0.0,0,0.0
38075,1,158,633.27,0.0,0,0.0
38077,1,1668,1024.07,0.0,0,0.0
38079,4,398,272.55,0.0,0,0.0
38081,1,256,659.28,0.0,0,0.0
38083,0,29,206.41,0.0,0,0.0
38085,4,453,1026.51,0.0,0,0.0
38087,0,272,3863.64,0.0,0,0.0
38089,2,5196,1682.86,3.41,177,57.33
38091,0,53,277.49,0.0,0,0.0
38093,1,2329,1105.68,0.6,14,6.65
38095,0,0,0.0,0.0,0,0.0
38097,1,733,914.08,0.0,0,0.0
38099,1,1029,952.6,0.0,0,0.0
38101,2,3357,486.28,2.5,84,12.17
38103,0,331,816.28,0.0,0,0.0
38105,2,1796,527.29,0.0,0,0.0
39001,1,850,304.9,5.65,48,17.22
39003,1,15370,1482.99,15.41,2369,228.58
39005,1,1838,343.7,0.49,9,1.68
39007,1,22160,2258.09,10.28,2278,232.13
39009,2,1276,193.52,7.6,97,14.71
39011,1,5119,1118.08,4.73,242,52.86
39013,0,27787,4058.16,3.67,1020,148.97
39015,1,2247,514.43,4.27,96,21.98
39017,2,62871,1661.96,2.99,1882,49.75
39019,1,2605,944.59,6.33,165,59.83
39021,1,2084,536.23,4.13,86,22.13
39023,1,23471,1736.05,1.7,399,29.51
39025,1,15538,764.61,2.36,366,18.01
39027,1,3589,856.65,0.08,3,0.72
39029,1,51794,4980.05,6.82,3533,339.7
39031,1,3160,864.0,0.25,8,2.19
39033,1,7668,1824.8,2.96,227,54.02
39035,2,337154,2689.09,5.23,17633,140.64
39037,1,12540,2423.94,12.7,1593,307.92
39039,1,2652,692.81,4.9,130,33.96
39041,2,25449,1291.77,3.16,805,40.86
39043,1,11262,1498.88,7.73,870,115.79
39045,1,22360,1462.3,2.34,523,34.2
39047,1,2692,939.78,0.0,0,0.0
39049,2,432643,3392.39,4.12,17808,139.63
39051,1,3146,743.65,0.0,0,0.0
39053,1,704,233.15,14.63,103,34.11
39055,1,21187,2254.87,10.12,2144,228.18
39057,2,8569,516.79,5.24,449,27.08
39059,1,2632,670.16,3.5,92,23.43
39061,2,209993,2586.0,5.0,10491,129.19
39063,1,4224,558.07,2.06,87,11.49
39065,1,4609,1461.23,4.73,218,69.11
39067,0,662,432.48,2.27,15,9.8
39069,1,1134,415.14,0.0,0,0.0
39071,1,1889,439.23,3.28,62,14.42
39073,1,4010,1407.26,7.41,297,104.23
39075,1,4630,1055.66,3.02,140,31.92
39077,1,5482,937.78,1.86,102,17.45
39079,1,917,281.95,0.0,0,0.0
39081,1,5040,753.52,2.66,134,20.03
39083,1,2118,345.99,4.44,94,15.36
39085,1,23474,1020.38,3.97,932,40.51
39087,1,2789,460.06,0.07,2,0.33
39089,1,19427,1127.56,3.65,710,41.21
39091,1,2836,625.95,0.18,5,1.1
39093,1,54139,1765.14,7.55,4085,133.19
39095,1,162289,3753.4,10.25,16628,384.57
39097,1,10015,2276.76,4.87,488,110.94
39099,1,107495,4652.17,11.92,12809,554.35
39101,1,196986,30146.0,0.86,1693,259.09
39103,1,25388,1432.27,7.07,1795,101.27
39105,0,438,189.12,0.0,0,0.0
39107,1,12612,3090.72,2.93,369,90.43
39109,1,26086,2489.12,9.56,2493,237.88
39111,0,4147,2943.22,15.79,655,464.87
39113,1,60874,1144.17,2.04,1241,23.33
39115,1,446,303.36,0.0,0,0.0
39117,1,7124,2036.83,0.97,69,19.73
39119,1,3435,399.07,0.96,33,3.83
39121,0,481,333.03,0.0,0,0.0
39123,0,6604,1622.25,13.07,863,211.99
39125,1,1066,564.86,0.0,0,0.0
39127,1,1536,426.84,3.97,61,16.95
39129,1,153049,26654.3,1.52,2326,405.09
39131,1,667,236.41,0.0,0,0.0
39133,1,26183,1609.83,15.81,4140,254.54
39135,1,3071,745.26,2.87,88,21.36
39137,1,6598,1942.36,14.2,937,275.84
39139,1,14946,1231.91,1.57,234,19.29
39141,1,5307,688.76,2.26,120,15.57
39143,1,5721,964.77,13.06,747,125.97
39145,1,1379,180.55,0.0,0,0.0
39147,1,1787,322.13,8.23,147,26.5
39149,1,3558,729.14,4.72,168,34.43
39151,1,54504,1459.37,11.88,6475,173.37
39153,1,101092,1865.82,10.63,10745,198.32
39155,1,44019,2181.38,8.06,3549,175.87
39157,1,23018,2487.73,1.36,314,33.94
39159,1,3743,672.55,1.02,38,6.83
39161,1,726,256.71,0.0,0,0.0
39163,1,1192,909.16,6.63,79,60.25
39165,2,30027,1325.32,4.35,1307,57.69
39167,1,9148,1507.8,14.35,1313,216.41
39169,1,19263,1657.63,17.88,3445,296.45
39171,1,3792,1026.64,2.27,86,23.28
39173,1,21216,1632.8,14.6,3098,238.43
39175,1,3130,1415.84,7.06,221,99.97
40001,4,6923,3130.74,4.19,290,131.14
40003,0,83,141.71,0.0,0,0.0
40005,1,455,327.95,0.0,0,0.0
40007,1,1655,3056.33,0.0,0,0.0
40009,1,551,243.58,0.0,0,0.0
40011,1,491,509.65,0.0,0,0.0
40013,1,2784,608.4,2.69,75,16.39
40015,4,10553,3596.55,6.67,704,239.93
40017,2,12172,890.35,2.15,262,19.16
40019,1,2842,587.12,2.43,69,14.25
40021,4,3367,692.81,2.64,89,18.31
40023,4,3942,2648.13,0.96,38,25.53
40025,0,75,342.62,0.0,0,0.0
40027,2,46006,1662.47,6.49,2987,107.94
40029,1,216,384.48,0.0,0,0.0
40031,2,19734,1610.14,1.21,238,19.42
40033,1,467,787.65,28.05,131,220.95
40035,0,1222,843.17,0.0,0,0.0
40037,1,8555,1202.22,6.53,559,78.56
40039,2,2125,727.52,0.0,0,0.0
40041,0,8702,2066.39,13.13,1143,271.42
40043,1,238,483.94,0.0,0,0.0
40045,0,14,34.38,0.0,0,0.0
40047,1,2661,427.88,3.65,97,15.6
40049,1,2218,797.18,3.02,67,24.08
40051,1,6618,1209.14,3.34,221,40.38
40053,1,178,402.9,0.0,0,0.0
40055,0,5638,9486.79,10.13,571,960.79
40057,3,5,18.38,0.0,0,0.0
40059,0,78,202.76,0.0,0,0.0
40061,1,454,357.37,0.0,0,0.0
40063,0,180,133.73,0.0,0,0.0
40065,3,1998,787.11,6.71,134,52.79
40067,0,290,466.01,0.0,0,0.0
40069,1,382,345.98,0.0,0,0.0
40071,1,5454,1215.24,10.47,571,127.23
40073,1,1057,676.78,0.0,0,0.0
40075,0,482,535.5,2.49,12,13.33
40077,0,527,502.14,17.46,92,87.66
40079,1,1349,270.29,4.3,58,11.62
40081,1,1748,501.52,7.15,125,35.86
40083,1,1872,406.57,3.58,67,14.55
40085,0,1071,1078.22,0.0,0,0.0
40087,1,7843,2030.08,2.54,199,51.51
40089,4,9032,2739.79,0.95,86,26.09
40091,0,1314,663.0,3.58,47,23.71
40093,1,447,579.17,18.34,82,106.25
40095,0,839,512.34,0.0,0,0.0
40097,1,3290,802.83,10.24,337,82.24
40099,1,480,345.95,0.0,0,0.0
40101,4,4668,675.7,11.89,555,80.34
40103,1,1146,1004.29,0.17,2,1.75
40105,1,2034,1958.97,1.28,26,25.04
40107,4,378,312.01,0.0,0,0.0
40109,2,116016,1483.48,3.73,4325,55.3
40111,4,2375,610.71,0.0,0,0.0
40113,1,8762,1852.0,8.08,708,149.65
40115,1,3260,1032.76,3.87,126,39.92
40117,1,3254,1980.76,5.87,191,116.26
40119,2,9015,1105.97,0.79,71,8.71
40121,1,3277,738.36,6.5,213,47.99
40123,1,1513,394.44,9.72,147,38.32
40125,1,5343,742.08,6.33,338,46.94
40127,0,320,287.8,0.0,0,0.0
40129,1,0,0.0,0.0,0,0.0
40131,1,7346,808.91,4.97,365,40.19
40133,1,1952,778.59,9.27,181,72.19
40135,4,1554,375.73,16.6,258,62.38
40137,1,2989,679.58,3.14,94,21.37
40139,3,52353,24787.18,0.65,338,160.03
40141,1,1411,1877.58,3.83,54,71.86
40143,2,108842,1693.3,3.69,4014,62.45
40145,1,13554,1741.04,9.89,1340,172.13
40147,1,25604,4923.75,9.38,2401,461.72
40149,1,118,103.22,0.0,0,0.0
40151,1,295,323.22,0.0,0,0.0
40153,1,428,204.13,0.0,0,0.0
41001,0,75,46.92,0.0,0,0.0
41003,2,4662,519.27,9.05,422,47.0
41005,2,31488,775.97,3.35,1056,26.02
41007,0,2789,723.25,0.0,0,0.0
41009,1,1598,314.25,0.0,0,0.0
41011,0,2206,348.46,0.0,0,0.0
41013,0,385,172.36,0.0,0,0.0
41015,0,475,211.05,0.0,0,0.0
41017,2,10098,559.01,0.0,0,0.0
41019,1,2471,228.11,0.0,0,0.0
41021,0,1,5.24,0.0,0,0.0
41023,0,107,148.96,0.0,0,0.0
41025,0,68,94.08,0.0,0,0.0
41027,3,2979,1287.88,0.0,0,0.0
41029,2,6126,285.9,0.0,0,0.0
41031,4,3394,1466.53,0.0,0,0.0
41033,1,2248,262.98,3.78,85,9.94
41035,1,4681,705.93,0.06,3,0.45
41037,0,262,334.06,0.0,0,0.0
41039,2,6881,186.54,3.15,217,5.88
41041,0,7590,1585.18,0.33,25,5.22
41043,1,9857,802.23,7.2,710,57.78
41045,3,2814,924.71,1.0,28,9.2
41047,2,76779,2288.13,2.89,2220,66.16
41049,3,1555,1386.54,0.96,15,13.37
41051,2,100940,1263.89,4.62,4668,58.45
41053,2,7845,963.44,8.5,667,81.91
41055,0,93,579.44,0.0,0,0.0
41057,0,582,223.19,0.0,0,0.0
41059,3,13034,1694.97,1.46,190,24.71
41061,1,6150,2362.84,0.15,9,3.46
41063,0,260,375.51,0.0,0,0.0
41065,1,2444,944.87,2.86,70,27.06
41067,2,66468,1142.41,2.04,1356,23.31
41069,0,0,0.0,0.0,0,0.0
41071,2,6104,587.94,10.57,645,62.13
42001,1,18218,1785.68,3.06,558,54.69
42003,2,156403,1276.17,7.31,11440,93.35
42005,1,5010,755.3,6.45,323,48.7
42007,1,44017,2637.39,12.88,5671,339.79
42009,0,3384,696.14,4.28,145,29.83
42011,1,299694,7193.08,6.59,19748,473.98
42013,1,3568,288.11,1.35,48,3.88
42015,1,3582,584.3,7.96,285,46.49
42017,2,368527,5883.54,8.96,33005,526.92
42019,1,19831,1062.95,4.21,834,44.7
42021,0,4169,309.85,4.49,187,13.9
42023,0,169,360.65,0.0,0,0.0
42025,0,18805,2941.45,8.58,1613,252.3
42027,2,12181,754.51,3.14,383,23.72
42029,2,203484,3934.67,8.91,18139,350.75
42031,0,2279,586.96,5.53,126,32.45
42033,0,3218,401.17,0.0,0,0.0
42035,1,3983,1019.35,3.19,127,32.5
42037,1,27614,4170.04,7.47,2063,311.54
42039,1,2487,288.64,0.0,0,0.0
42041,2,46180,1866.36,7.25,3346,135.23
42043,2,96703,3522.69,5.71,5518,201.01
42045,2,468067,8306.03,8.26,38656,685.97
42047,1,520,169.89,2.12,11,3.59
42049,1,22811,826.57,1.82,416,15.07
42051,1,7988,603.83,4.22,337,25.47
42053,0,616,837.98,0.0,0,0.0
42055,1,50502,3284.66,4.18,2111,137.3
42057,1,959,661.11,5.11,49,33.78
42059,1,2607,701.86,0.58,15,4.04
42061,0,13967,3075.01,1.05,147,32.36
42063,1,7062,823.51,5.49,388,45.25
42065,1,917,208.01,2.51,23,5.22
42067,1,7900,3216.35,2.97,235,95.68
42069,1,110790,5239.44,10.58,11721,554.3
42071,1,238593,4431.96,8.98,21416,397.81
42073,1,6800,778.19,9.5,646,73.93
42075,1,77924,5619.22,2.7,2103,151.65
42077,2,297468,8203.46,5.02,14937,411.93
42079,1,218385,6869.96,4.82,10528,331.19
42081,1,11030,960.31,8.12,896,78.01
42083,1,867,207.39,6.81,59,14.11
42087,1,4200,905.91,1.14,48,10.35
42089,0,111074,6627.88,6.24,6931,413.58
42091,2,527298,6420.28,9.0,47463,577.9
42093,1,4907,2682.3,0.18,9,4.92
42095,1,231152,7659.67,6.32,14618,484.4
42097,1,14473,1567.61,1.24,180,19.5
42099,1,4376,952.88,4.91,215,46.82
42101,2,1680717,10667.68,5.41,90962,577.35
42103,0,37940,6836.28,3.93,1490,268.48
42105,0,666,393.22,0.0,0,0.0
42107,1,45935,3199.82,4.57,2098,146.15
42109,1,3731,922.01,2.95,110,27.18
42111,0,3082,411.21,1.72,53,7.07
42113,0,202,327.02,0.0,0,0.0
42115,0,9653,2335.03,11.62,1122,271.41
42117,0,1569,380.59,10.2,160,38.81
42119,1,4884,1082.59,1.84,90,19.95
42121,0,967,184.63,0.0,0,0.0
42123,0,274,68.44,11.68,32,7.99
42125,1,12353,595.19,2.9,358,17.25
42127,0,9962,1933.02,5.46,544,105.56
42129,1,39191,1104.75,7.15,2804,79.04
42131,1,2509,909.45,15.82,397,143.9
42133,1,80539,1813.88,2.44,1964,44.23
44001,2,15652,3200.82,3.3,517,105.73
44003,2,74138,4524.44,5.52,4089,249.54
44005,2,18317,2204.88,1.47,270,32.5
44007,2,772826,12179.45,4.32,33348,525.55
44009,0,35841,2839.07,8.53,3057,242.15
45001,4,4198,1702.56,0.0,0,0.0
45003,1,15832,948.44,3.78,598,35.82
45005,4,2502,2715.43,7.67,192,208.38
45007,1,24058,1227.48,3.03,729,37.19
45009,4,2881,1973.29,0.28,8,5.48
45011,4,3454,1600.78,1.48,51,23.64
45013,2,42201,2310.38,2.63,1109,60.71
45015,2,30048,1437.26,4.04,1213,58.02
45017,4,2250,1529.26,4.44,100,67.97
45019,2,94701,2399.27,1.13,1070,27.11
45021,1,4516,796.32,4.85,219,38.62
45023,4,6636,2052.84,0.54,36,11.14
45025,4,14274,3101.43,2.51,358,77.79
45027,4,23816,7001.21,10.77,2564,753.74
45029,4,9776,2602.21,8.48,829,220.67
45031,4,20913,3109.6,2.87,600,89.22
45033,4,11835,3833.7,1.9,225,72.88
45035,2,19320,1242.65,1.16,225,14.47
45037,4,3940,1471.85,3.68,145,54.17
45039,4,12567,5533.2,7.24,910,400.67
45041,4,50416,3638.54,5.13,2585,186.56
45043,0,11133,1807.16,2.18,243,39.44
45045,2,161314,3236.62,2.61,4212,84.51
45049,4,3149,1589.84,1.49,47,23.73
45051,0,74400,2318.37,2.92,2174,67.74
45053,4,3997,1432.62,3.55,142,50.9
45055,1,32118,4990.29,3.4,1091,169.51
45057,1,16023,1789.36,3.03,485,54.16
45059,4,10095,1513.27,2.57,259,38.82
45061,4,14059,7985.35,7.95,1117,634.44
45063,1,69236,2418.17,3.56,2462,85.99
45065,4,751,781.8,12.52,94,97.86
45067,4,6566,2080.35,5.15,338,107.09
45069,4,11748,4330.1,1.02,120,44.23
45071,4,6426,1688.03,2.19,141,37.04
45073,1,6276,818.3,0.24,15,1.96
45075,4,20834,2355.35,1.56,324,36.63
45077,1,19584,1595.49,1.06,207,16.86
45079,2,140872,3450.52,3.35,4725,115.73
45081,4,9782,4818.96,0.38,37,18.23
45083,1,56294,1862.84,3.3,1855,61.38
45085,4,39254,3668.77,3.39,1329,124.21
45087,4,3538,1279.84,0.0,0,0.0
45089,4,16705,5254.14,4.54,759,238.72
45091,2,40079,1549.6,1.5,602,23.28
46003,1,1389,5034.43,0.0,0,0.0
46005,1,18313,9966.8,1.74,318,173.07
46007,4,63,183.3,0.0,0,0.0
46009,1,607,871.0,0.0,0,0.0
46011,2,2103,614.21,0.0,0,0.0
46013,1,16666,4290.94,0.38,63,16.22
46015,1,404,768.65,0.0,0,0.0
46017,4,1875,9132.98,0.91,17,82.81
46019,1,0,0.0,0.0,0,0.0
46021,0,2,13.94,0.0,0,0.0
46023,4,1891,2023.76,0.0,0,0.0
46025,1,457,1244.21,0.0,0,0.0
46027,2,2550,1831.24,0.0,0,0.0
46029,1,2730,975.24,0.0,0,0.0
46031,4,496,1190.02,0.0,0,0.0
46033,0,144,167.97,0.0,0,0.0
46035,1,1537,772.32,7.74,119,59.8
46037,0,797,1447.51,0.0,0,0.0
46039,1,118,274.04,0.0,0,0.0
46041,4,104,179.96,0.0,0,0.0
46043,1,188,641.64,0.0,0,0.0
46045,1,163,413.71,0.0,0,0.0
46047,0,374,552.11,0.0,0,0.0
46049,0,612,2635.66,1.63,10,43.07
46051,1,641,888.18,0.0,0,0.0
46053,0,54,128.54,0.0,0,0.0
46055,1,0,0.0,0.0,0,0.0
46057,1,452,753.33,0.0,0,0.0
46059,1,238,720.99,0.0,0,0.0
46061,1,136,400.35,0.0,0,0.0
46063,1,0,0.0,0.0,0,0.0
46065,2,1761,999.6,0.0,0,0.0
46067,1,483,660.29,0.0,0,0.0
46069,0,136,1021.79,0.0,0,0.0
46071,4,197,599.33,8.12,16,48.68
46073,1,1841,9073.44,3.91,72,354.85
46075,0,0,0.0,0.0,0,0.0
46077,1,165,332.19,0.0,0,0.0
46079,1,781,621.12,3.33,26,20.68
46081,2,1070,424.03,0.0,0,0.0
46083,2,18326,3337.22,0.1,18,3.28
46085,4,1658,4285.35,0.18,3,7.75
46087,1,534,968.97,16.29,87,157.87
46089,0,142,600.68,0.0,0,0.0
46091,1,254,518.9,0.0,0,0.0
46093,1,1476,538.21,2.03,30,10.94
46095,4,61,296.84,0.0,0,0.0
46097,1,215,964.56,0.0,0,0.0
46099,2,238610,12777.04,1.26,2995,160.38
46101,1,1186,1822.93,0.0,0,0.0
46103,2,16676,1525.79,1.98,330,30.19
46105,0,0,0.0,0.0,0,0.0
46107,0,0,0.0,0.0,0,0.0
46109,1,2132,2072.92,0.0,0,0.0
46111,1,672,2814.07,0.0,0,0.0
46115,1,446,681.64,0.0,0,0.0
46117,1,677,2258.93,0.0,0,0.0
46119,0,84,631.1,0.0,0,0.0
46121,4,2051,2021.49,1.9,39,38.44
46123,0,418,764.45,0.0,0,0.0
46125,1,1684,2037.75,0.0,0,0.0
46127,1,5886,3878.24,0.41,24,15.81
46129,1,490,889.29,0.0,0,0.0
46135,1,4021,1770.04,0.0,0,0.0
46137,4,90,319.83,0.0,0,0.0
47001,1,4024,531.05,2.96,119,15.7
47003,1,23393,4918.84,1.24,291,61.19
47005,0,664,412.12,10.99,73,45.31
47007,0,44368,30384.88,0.12,54,36.98
47009,1,8129,632.89,3.28,267,20.79
47011,1,15124,1446.48,0.83,126,12.05
47013,1,1761,443.72,4.6,81,20.41
47015,1,1720,1230.68,0.0,0,0.0
47017,1,2290,817.33,3.32,76,27.13
47019,0,1775,314.77,4.56,81,14.36
47021,1,9066,2270.53,0.07,6,1.5
47023,1,1130,658.89,0.0,0,0.0
47025,1,976,308.73,0.0,0,0.0
47027,0,678,882.12,0.0,0,0.0
47029,0,2044,578.45,0.0,0,0.0
47031,1,5509,1010.25,0.0,0,0.0
47033,1,1220,841.44,9.92,121,83.45
47035,0,9214,1571.44,1.3,120,20.47
47037,2,443327,6481.23,1.13,4991,72.97
47039,0,687,588.03,0.0,0,0.0
47041,1,2721,1388.19,0.0,0,0.0
47043,1,9141,1758.29,0.0,0,0.0
47045,1,6481,1724.77,0.08,5,1.33
47047,1,10670,2688.2,1.25,133,33.51
47049,0,828,460.15,0.0,0,0.0
47051,1,4213,1014.89,3.09,130,31.32
47053,1,5160,1049.31,1.43,74,15.05
47055,1,1458,499.88,0.41,6,2.06
47057,1,1086,471.91,0.0,0,0.0
47059,1,4471,651.09,3.98,178,25.92
47061,1,3055,2291.65,2.68,82,61.51
47063,1,5192,814.56,3.93,204,32.01
47065,2,84401,2360.56,1.86,1568,43.85
47067,0,81,123.01,0.0,0,0.0
47069,4,12893,5043.82,0.2,26,10.17
47071,0,2240,869.19,7.23,162,62.86
47073,1,3008,533.31,5.92,178,31.56
47075,4,2852,1604.14,4.52,129,72.56
47077,1,1219,437.56,0.0,0,0.0
47079,1,2093,648.41,0.0,0,0.0
47081,1,4116,1667.88,0.0,0,0.0
47083,1,649,793.79,0.0,0,0.0
47085,1,1166,636.53,6.09,71,38.76
47087,0,1243,1070.17,0.0,0,0.0
47089,1,3332,625.76,0.06,2,0.38
47091,0,1327,745.97,0.0,0,0.0
47093,2,38401,841.79,1.13,434,9.51
47095,4,32489,43169.01,0.0,0,0.0
47097,4,4304,1636.69,1.39,60,22.82
47099,1,3688,858.93,1.87,69,16.07
47101,1,308,257.61,0.0,0,0.0
47103,1,2372,703.63,0.0,0,0.0
47105,1,10328,2001.16,0.23,24,4.65
47107,1,10246,1941.52,7.83,802,151.97
47109,1,1855,716.13,0.0,0,0.0
47111,1,11570,4926.13,2.22,257,109.42
47113,4,13893,1422.27,0.93,129,13.21
47115,1,3516,1237.29,4.12,145,51.03
47117,1,2850,883.2,3.02,86,26.65
47119,1,9726,1083.36,0.87,85,9.47
47121,1,1751,1463.8,0.0,0,0.0
47123,1,4974,1084.23,3.86,192,41.85
47125,2,21966,1118.51,1.34,294,14.97
47127,1,325,514.08,0.0,0,0.0
47129,0,1240,574.18,1.53,19,8.8
47131,1,3184,1043.25,3.45,110,36.04
47133,1,2109,958.46,0.19,4,1.82
47135,1,1514,1913.55,0.0,0,0.0
47137,0,199,391.12,0.0,0,0.0
47139,1,1585,944.46,0.0,0,0.0
47141,1,33064,4325.48,1.3,430,56.25
47143,1,10608,3251.2,0.0,0,0.0
47145,0,1645,310.98,0.0,0,0.0
47147,1,34492,4974.04,0.88,304,43.84
47149,2,101053,3290.26,1.77,1788,58.22
47151,1,1096,499.23,0.0,0,0.0
47153,1,1146,778.0,0.0,0,0.0
